Incident Date,State,City Or County,Address,Killed,Injured,Operations
26-Nov-16,Illinois,Chicago,8800 block of South Exchange Avenue,1,5,N/A
25-Nov-16,Louisiana,New Orleans,Magnolia and Felicity Street,0,4,N/A
24-Nov-16,Kentucky,Louisville,4501 W Broadway,2,5,N/A
24-Nov-16,New York,Albany,77 Central Avenue,1,3,N/A
23-Nov-16,Mississippi,Olive Branch,928 Cross Road,0,4,N/A
22-Nov-16,Florida,Clewiston,1068 Harlem Academy Avenue,1,4,N/A
18-Nov-16,Illinois,Chicago,5000 block of West Wabansia,0,4,N/A
17-Nov-16,Tennessee,Dyersburg,160 Longfellow,1,7,N/A
13-Nov-16,California,San Diego,3800 block of Marlborough Avenue,3,2,N/A
13-Nov-16,Florida,Jacksonville,5105 Cleveland Rd,3,2,N/A
13-Nov-16,Florida,Orlando,Conley Street and South Ivey Lane,0,4,N/A
13-Nov-16,Texas,San Antonio,8000 Midcrown,0,4,N/A
12-Nov-16,Connecticut,Bridgeport,2500 Park Avenue,0,5,N/A
12-Nov-16,California,Sacramento,8600 block of Ardith Drive,1,5,N/A
12-Nov-16,Missouri,Kansas City,21st Street and Cleveland Avenue,1,3,N/A
11-Nov-16,Texas,Houston,7705 Channelside Street,0,4,N/A
10-Nov-16,Texas,Houston,N/A,1,3,N/A
9-Nov-16,Illinois,Chicago,3400 block of West Monroe,1,3,N/A
9-Nov-16,Tennessee,Memphis,1800 block of East Brooks Road,0,4,N/A
9-Nov-16,Washington,Seattle,1524 3rd Ave,0,5,N/A
5-Nov-16,Florida,Fort Lauderdale (Lauderhill),3135 West Broward Boulevard,1,3,N/A
5-Nov-16,South Carolina,Myrtle Beach,803 Main Street,0,5,N/A
5-Nov-16,California,Oakland,420 14th Street,0,8,N/A
5-Nov-16,Illinois,Chicago,4800 block of North Winthrop,0,5,N/A
5-Nov-16,Texas,San Antonio,10726 Perrin Beitel Road,0,4,N/A
4-Nov-16,Pennsylvania,Philadelphia,5451 Springfield Avenue,0,4,N/A
3-Nov-16,Illinois,Chicago,8000 block of South Shore Drive,2,2,N/A
2-Nov-16,Arkansas,Little Rock,2111 Bragg Street,1,4,N/A
1-Nov-16,Tennessee,Memphis,5200 block of Zodiac Rd,1,5,N/A
31-Oct-16,Louisiana,Shreveport,700 Block of  Central Street,0,4,N/A
30-Oct-16,Ohio,Toledo,742 Junction Avenue,0,4,N/A
30-Oct-16,New York,New York (Manhattan),135 Ridge Street,0,4,N/A
30-Oct-16,Maryland,Capitol Heights,6860 Walker Mill Road,2,4,N/A
30-Oct-16,Texas,San Antonio,2900 block of Aspen Meadow,0,5,N/A
30-Oct-16,New York,Newburgh,119 Broadway,2,5,N/A
29-Oct-16,Ohio,Dayton,2010 Cornell Ridge Drive,1,3,N/A
29-Oct-16,California,Los Angeles,1600 block of Century Boulevard,0,5,N/A
29-Oct-16,California,Riverside,3500 block of Madison Street,0,4,N/A
28-Oct-16,Florida,Miami Gardens,Northwest 173rd Terrace and 27th Avenue,0,4,N/A
28-Oct-16,Mississippi,Jackson,200 block of Lorenz Boulevard,0,6,N/A
27-Oct-16,Georgia,Mcdonough (Mc Donough),600 block of Moccasin Gap Road,4,0,N/A
25-Oct-16,Virginia,Roanoke,830 Campbell Avenue Southeast,2,3,N/A
25-Oct-16,Ohio,Dayton,3300 block of Riverside Drive,1,3,N/A
23-Oct-16,Oklahoma,Wellston,Highway 66 and S. 3310 Road,1,5,N/A
22-Oct-16,California,Oakland,77th and Bancroft Avenues,0,7,N/A
18-Oct-16,California,San Francisco,325 La Grande Avenue,0,4,N/A
17-Oct-16,Illinois,Chicago (Englewood),6700 block of South Winchester,1,4,N/A
15-Oct-16,Alabama,Mobile,1800 block of St Stephens Road,0,5,N/A
15-Oct-16,California,Los Angeles,2918 Rimpau Boulevard,4,11,N/A
15-Oct-16,Illinois,Rockford,7801 East State Street,1,5,N/A
14-Oct-16,Illinois,Chicago,3300 block of Maypole,1,6,N/A
13-Oct-16,Illinois,Chicago,2700 block of West Lexington,0,4,N/A
9-Oct-16,Michigan,Grand Rapids,1850 28th Street SE,1,8,N/A
9-Oct-16,California,Sacramento,1696 Arden Way,1,3,N/A
8-Oct-16,New York,Brooklyn,7301 3rd Avenue,0,4,N/A
4-Oct-16,Louisiana,New Orleans,3727 Ulloa Street,3,2,N/A
3-Oct-16,Minnesota,Minneapolis,Fourth Street and Hennepin Avenue,0,4,N/A
2-Oct-16,Texas,San Antonio,2600 South Flores Street,1,4,N/A
1-Oct-16,Illinois,Pembroke Township,17250E Road,4,0,N/A
1-Oct-16,California,Fresno,3200 block of East Clay Avenue,0,4,N/A
29-Sep-16,California,San Francisco,Jones and Ellis Streets,1,3,N/A
26-Sep-16,Texas,Humble,21219 Grand Linden Court,0,4,N/A
26-Sep-16,Texas,Houston,5450 Weslayan St,1,6,N/A
26-Sep-16,North Carolina,Winston Salem (Winston-salem),100 block of 5 Royales Drive,0,4,N/A
25-Sep-16,Illinois,Champaign,300 block of E. Green Street,1,3,N/A
24-Sep-16,Maryland,Baltimore,Greenmount Avenue and Preston Street,0,8,N/A
23-Sep-16,Washington,Burlington,201 Cascade Mall Dr,5,0,N/A
18-Sep-16,Pennsylvania,Philadelphia,3001 Castor Avenue,0,4,N/A
18-Sep-16,Virginia,Lynchburg,421 Rivermont Ave,1,3,N/A
18-Sep-16,Pennsylvania,Pittsburgh,1700 block of Brighton Place,0,4,N/A
17-Sep-16,Florida,Miami,20582 Southwest 119th Avenue,0,6,N/A
17-Sep-16,Indiana,Indianapolis,2016 West 76th Street,2,2,N/A
17-Sep-16,Florida,Orlando,3918 Columbia Street,1,6,N/A
17-Sep-16,District of Columbia,Washington,2600 block of Birney Place SE,2,7,N/A
16-Sep-16,California,Los Angeles (Hollywood),555 N Heliotrope Drive,2,2,N/A
16-Sep-16,Pennsylvania,Philadelphia,5100 block of Sansom Street,2,5,N/A
14-Sep-16,Texas,Houston,16000 block of Saybrook,1,3,N/A
13-Sep-16,Indiana,Fort Wayne,1723 E Wayne St,3,2,N/A
11-Sep-16,Louisiana,New Orleans,2349 S Claiborne Ave,1,5,N/A
11-Sep-16,Missouri,Kansas City,500 block of Westport Road,0,6,N/A
11-Sep-16,Indiana,Fort Wayne,3006 Holton Avenue,3,1,N/A
11-Sep-16,Michigan,Saginaw,2207 Pierce Road,0,5,N/A
11-Sep-16,North Carolina,New Bern,1100 block of Highway 70,0,5,N/A
11-Sep-16,New Jersey,Jersey City,87 Van Wagenen Ave,1,3,N/A
10-Sep-16,Florida,Miami,3451 Northwest 36 Street,1,3,N/A
8-Sep-16,Arkansas,Hot Springs National Park (Hot Springs),300 block of Lacey Street,1,4,N/A
8-Sep-16,Texas,Del Valle,8330 Linden Rd,4,0,N/A
5-Sep-16,Pennsylvania,Reading,600 block of Moss Street,0,4,N/A
5-Sep-16,Illinois,Chicago,2700 block of West Lexington Avenue,2,3,N/A
4-Sep-16,Virginia,Roanoke,1020 Orange Ave NE,1,10,N/A
3-Sep-16,Illinois,Chicago,100 block of North Seeley Avenue,0,4,N/A
3-Sep-16,North Carolina,Wilmington,600 block of North 30th Street,1,3,N/A
30-Aug-16,Georgia,Atlanta,400 Merritts Avenue NE,0,4,N/A
30-Aug-16,Illinois,Chicago (Englewood),6800 block of South Ashland,0,4,N/A
29-Aug-16,New Jersey,Egg Harbor City,907 White Horse Pike,1,5,N/A
29-Aug-16,California,Temecula,41450 Cruz Way,5,0,N/A
28-Aug-16,Texas,Lubbock,2200 block of 17th St,0,6,N/A
28-Aug-16,Missouri,Saint Louis,South Grand and Montana,2,2,N/A
28-Aug-16,New York,Bronx,514 E 156th St,0,4,N/A
28-Aug-16,Alabama,Dadeville,512 E Columbus St,0,5,N/A
27-Aug-16,Florida,Miami,1900 block of NW 83rd Terr,2,4,N/A
27-Aug-16,Alabama,Bessemer (Brighton),3810 7th Ave,1,6,N/A
25-Aug-16,New Jersey,Bridgeton,Marion Street,0,5,N/A
21-Aug-16,Connecticut,Bridgeport,19 Plymouth St,0,13,N/A
21-Aug-16,Massachusetts,Boston,Westview and Stratton Street,0,4,N/A
20-Aug-16,Washington,Tacoma,900 block of Pacific Avenue,0,5,N/A
20-Aug-16,Connecticut,Hamden,903 Dixwell Avenue,0,4,N/A
20-Aug-16,Alabama,Citronelle,Jim Platt Road,5,0,N/A
18-Aug-16,Connecticut,Waterbury,402 E Main Street,0,4,N/A
17-Aug-16,California,Oakland,Mandela Parkway,0,4,N/A
14-Aug-16,Minnesota,Minneapolis,1717 Plymouth Avenue North,0,5,N/A
14-Aug-16,Virginia,Norfolk,1600 block of Selden Avenue,0,4,N/A
13-Aug-16,Wisconsin,Milwaukee,4001 West Fond Du Lac Avenue,2,2,N/A
13-Aug-16,California,Los Angeles,6300 block of 11th Avenue,0,4,N/A
13-Aug-16,New York,Corona (Queens),105-06 Jamaica Avenue,0,4,N/A
13-Aug-16,Missouri,Joplin,1800 Connecticut Ave,0,4,N/A
12-Aug-16,Florida,Jacksonville,100 block of West 38th Street,1,3,N/A
12-Aug-16,Texas,Dallas,10921 Estate Lane,1,3,N/A
11-Aug-16,Pennsylvania,Philadelphia,500 block of East Ashmead Street,0,4,N/A
10-Aug-16,Illinois,Evanston,Foster Street and Jackson Avenue,0,4,N/A
10-Aug-16,California,Sacramento,4000 Green Tree Drive,1,3,N/A
8-Aug-16,New Mexico,Albuquerque,341 General Marshall Street NE,2,2,N/A
8-Aug-16,Florida,Jacksonville,1214 Labelle St,0,7,N/A
7-Aug-16,California,Los Angeles,5925 South Figueroa Street,1,3,N/A
7-Aug-16,Colorado,Arvada,5400 block of Sheridan Boulevard,2,2,N/A
7-Aug-16,Mississippi,Vicksburg,4460 Clay St,1,3,N/A
7-Aug-16,Illinois,Chicago,100 block of South Springfield,0,4,N/A
6-Aug-16,Pennsylvania,Reading (Sinking Spring),51 Winding Brook Drive,5,0,N/A
5-Aug-16,Michigan,Pontiac,70 block of Thorpe Street,1,3,N/A
5-Aug-16,California,Mead Valley,21600 block of Rider Street,2,2,N/A
4-Aug-16,Tennessee,Memphis,Ayers Street and Griffith Avenue,0,4,N/A
3-Aug-16,Georgia,Decatur,4110 Glenwood Road,1,3,N/A
2-Aug-16,Florida,Hollywood (West Park),5700 block of West Hallandale Beach Boulevard,0,4,N/A
1-Aug-16,Indiana,Evansville,South Bedford Avenue,0,4,N/A
31-Jul-16,Florida,Miami,Southwest 203rd Terrace and 115th Avenue,3,1,N/A
31-Jul-16,Texas,Austin,208 East Sixth Street,1,4,N/A
30-Jul-16,Missouri,Saint Louis,5000 block of Kensington Avenue,0,5,N/A
30-Jul-16,Georgia,Townsend (Eulonia),14699 Highway 17,0,5,N/A
30-Jul-16,Washington,Mukilteo,10009 Chennault Beach,3,1,N/A
29-Jul-16,Georgia,Athens,Trail Creek Street,0,7,N/A
28-Jul-16,New York,Elmira,303 College Avenue,0,5,N/A
28-Jul-16,Maryland,Baltimore,Greenmount Avenue,0,4,N/A
28-Jul-16,Illinois,Chicago,800 block of West 50th Place,2,2,N/A
25-Jul-16,Florida,Fort Myers,3580 Evans Ave,2,19,N/A
24-Jul-16,Ohio,Hamilton,1555 Main St,1,7,N/A
23-Jul-16,South Carolina,North Charleston,3630 Ashley Phosphate Road,0,4,N/A
23-Jul-16,Ohio,Cincinnati,3400 block of Beekman Street,2,2,N/A
23-Jul-16,New York,Brooklyn,Fountain Avenue,0,4,N/A
23-Jul-16,Texas,Bastrop,202 Childers Drive,4,1,N/A
22-Jul-16,Illinois,Kankakee,300 block of North Wildwood Avenue,0,5,N/A
21-Jul-16,Illinois,Chicago,4400 block of South Leamington,0,5,N/A
20-Jul-16,California,Fresno,Hedges at Peach and Olive,0,4,N/A
19-Jul-16,Arkansas,West Memphis,13th Street and Tyler Avenue,0,4,N/A
17-Jul-16,Texas,Houston,6610 Tidwell,1,3,N/A
17-Jul-16,Louisiana,Baton Rouge,9611 Airline Highway,4,3,N/A
17-Jul-16,Michigan,Detroit,Grand River and McGraw avenue,0,4,N/A
16-Jul-16,Texas,Dallas,6300 block of Benavides Drive,0,5,N/A
16-Jul-16,Ohio,Cleveland,5000 block of Euclid Avenue,0,5,N/A
16-Jul-16,California,San Bernardino,1200 block of West 25th Street,0,4,N/A
16-Jul-16,California,Bakersfield,621 Stephens Drive,1,14,N/A
16-Jul-16,Tennessee,Clarksville,1348 College Street,0,6,N/A
15-Jul-16,Washington,Woodland,4006 NW 417th Street,3,1,N/A
14-Jul-16,Texas,Crosby,400 block of Pecan Avenue,3,1,N/A
14-Jul-16,California,Oakland,1600 block of 7th Street,0,4,N/A
14-Jul-16,Ohio,Akron,900 block of Moeller Avenue,1,3,N/A
13-Jul-16,Georgia,Warner Robins,105 Magnolia Avenue,0,5,N/A
13-Jul-16,Missouri,Saint Louis,3000 block of Miami St,2,2,N/A
11-Jul-16,Maryland,Baltimore,1800 block of W. North Avenue,0,5,N/A
11-Jul-16,Michigan,Jackson,500 block of Summit Avenue,0,4,N/A
11-Jul-16,Michigan,Saint Joseph,811 Port Street,3,2,N/A
11-Jul-16,District of Columbia,Washington,"5100 block of Call Pl., SE",0,4,N/A
7-Jul-16,Tennessee,Bristol,536 Volunteer Parkway,1,4,N/A
7-Jul-16,Louisiana,Baton Rouge,2136 North Lobdell Avenue,0,4,N/A
7-Jul-16,Texas,Dallas,800 Main Street,5,9,N/A
5-Jul-16,California,Los Angeles,56th Street and Naomi Avenue,0,4,N/A
4-Jul-16,Pennsylvania,Pittsburgh,Seventh and Liberty avenues,0,4,N/A
4-Jul-16,Illinois,Chicago (Englewood),5500 block of South Hermitage Avenue,0,4,N/A
4-Jul-16,New York,Brooklyn,419 Chauncey Street,0,7,N/A
4-Jul-16,Ohio,Cleveland,1400 block of W. 107 Street,0,4,N/A
4-Jul-16,Texas,Houston,1300 block of Robin,3,2,N/A
4-Jul-16,Arizona,Phoenix,4000 block of West Southern Avenue,2,6,N/A
3-Jul-16,Louisiana,Monroe,401 Lea Joyner Memorial Expy,2,3,N/A
3-Jul-16,Tennessee,Chattanooga,2300 block of Daisy Street,0,4,N/A
30-Jun-16,Illinois,Chicago,9500 block of South Loomis Street,1,4,N/A
29-Jun-16,Nevada,Las Vegas,6100 block of West Lake Mead Boulevard,5,0,N/A
28-Jun-16,California,Los Angeles (county),13800 block of South Avalon Boulevard,1,3,N/A
28-Jun-16,Illinois,Chicago,1600 block of South Christiana,0,4,N/A
27-Jun-16,Oregon,Woodburn,13436 Killiam Loop NE,3,1,N/A
26-Jun-16,Georgia,Atlanta,1500 block of Moreland Avenue SE,1,4,N/A
26-Jun-16,Texas,Houston,6000 block of Elm Street,1,3,N/A
26-Jun-16,Texas,Corpus Christi,Baldwin Blvd  and Lamar,0,4,N/A
26-Jun-16,South Carolina,Marlboro (county),Highway 38,0,4,N/A
26-Jun-16,North Carolina,Charlotte,2240 Camp Greene St.,0,5,N/A
25-Jun-16,Texas,Fort Worth,2466 East Lancaster Avenue,2,5,N/A
25-Jun-16,Virginia,Norfolk,700 block of Craig Street,0,4,N/A
25-Jun-16,Illinois,Chicago,1400 block of W. 114th Place,0,4,N/A
24-Jun-16,Kansas,Kansas City,N. 3rd and Walker,0,4,N/A
24-Jun-16,Connecticut,Hartford,Brook and Winter Street,0,5,N/A
24-Jun-16,Maryland,District Heights,3100 block of Orleans Ave,3,2,N/A
22-Jun-16,Washington,Olympia,500 block of Dutterow Road SE,3,1,N/A
22-Jun-16,Georgia,Dekalb (county),Lancashire Drive and Central Drive,1,4,N/A
22-Jun-16,Illinois,Chicago,3100 block of West Warren,0,4,N/A
21-Jun-16,New Jersey,Willingboro,Mosshill Lane,0,4,N/A
21-Jun-16,Kentucky,Louisville,2802 Rodman Street,2,2,N/A
19-Jun-16,Virginia,Roanoke,2328 Melrose Avenue,0,4,N/A
18-Jun-16,Virginia,Exmore,Fredrick Douglas Road,1,3,N/A
18-Jun-16,Georgia,Waycross,2625 Arnold Ct,2,2,N/A
18-Jun-16,Illinois,Chicago,East 79th Street and South Escanaba Avenue,0,4,N/A
14-Jun-16,Delaware,Wilmington,South Van Buren and Elm streets,0,4,N/A
14-Jun-16,California,Oakland,1301 Franklin Street,1,3,N/A
13-Jun-16,California,Fresno,East El Monte Way and Recreation Avenue,0,4,N/A
13-Jun-16,New York,Brooklyn,Avenue D and E. 57th,0,5,N/A
13-Jun-16,Illinois,Chicago,3200 block of West Congress,0,5,N/A
12-Jun-16,Florida,Orlando,1912 S Orange Avenue,50,53,N/A
11-Jun-16,Minnesota,Webster,4000 block of Elmore Avenue,0,4,N/A
11-Jun-16,California,Stockton,Alvarado Avenue,1,3,N/A
11-Jun-16,California,Panorama City,8500 block of Cedros Avenue,3,2,N/A
11-Jun-16,New Mexico,Roswell,2300 block of Davis Ave,5,0,N/A
11-Jun-16,North Carolina,Charlotte,4000 block of Collegiate Avenue,1,3,N/A
9-Jun-16,Florida,Fort Walton Beach,Landview Drive,0,4,N/A
8-Jun-16,Massachusetts,Boston,66 Washington St,1,3,N/A
8-Jun-16,District of Columbia,Washington,North Capitol Street and New York Avenue NW,0,4,N/A
6-Jun-16,California,Visalia,33 60 South Fairway Street,0,4,N/A
5-Jun-16,Minnesota,Minneapolis,8th and Humboldt Avenue N.,0,4,N/A
5-Jun-16,Florida,Cape Coral,2600 block of Skyline Boulevard S,3,3,N/A
5-Jun-16,New York,Brooklyn,Mermaid Ave and 16th St.,0,4,N/A
5-Jun-16,Arizona,Phoenix,8152 N Black Canyon Hwy,2,5,N/A
4-Jun-16,Colorado,Denver,3600 block of Hudson Street,3,1,N/A
31-May-16,Illinois,Chicago,3300 block of West Huron Street,0,4,N/A
31-May-16,Indiana,Fort Wayne,6600 block of Pawawna Drive,0,4,N/A
30-May-16,Maryland,Baltimore,500 block of East 43rd Street,0,5,N/A
30-May-16,California,Sacramento,3900 block of 44th,0,5,N/A
29-May-16,Nevada,Las Vegas,200 block of North 3rd Street,0,4,N/A
29-May-16,Texas,Houston,13210 Memorial Drive,2,6,N/A
29-May-16,New Jersey,Trenton,600 block of Martin Luther King Jr. Boulevard,0,6,N/A
29-May-16,Indiana,Indianapolis,300 block of South Meridian Street,0,4,N/A
23-May-16,New Jersey,Newark,102 Isabella Avenue,0,5,N/A
22-May-16,Louisiana,New Orleans,8639 Apple St,0,4,N/A
22-May-16,California,Stockton,Poplar and Sutter Streets,1,3,N/A
22-May-16,Tennessee,Nashville,100 block of Rains Avenue,0,4,N/A
21-May-16,Georgia,Jackson,Levi Barnes Road,1,3,N/A
18-May-16,Indiana,Indianapolis,34th Street and North Keystone Avenue,0,4,N/A
17-May-16,South Carolina,Ravenel,5360 Savannah Highway,3,1,N/A
15-May-16,Georgia,Moultrie,Rossman Dairy Road,5,0,N/A
15-May-16,Indiana,Evansville,420 North Garvin Street,0,4,N/A
14-May-16,Georgia,Atlanta,Cordova and Peoples Street,0,5,N/A
14-May-16,West Virginia,Charleston,2300 block of Washington Street West,1,3,N/A
11-May-16,Alabama,Birmingham,1400 block of 21st Street N,1,4,N/A
11-May-16,Illinois,Chicago,7100 block of South State Street,0,5,N/A
